"edad","ingreso_total","nivel_estudio","tamaño_hogar"
54,4517705,3,6
47,3555046,2,4
50,3540673,1,5
31,4827930,2,3
62,3708300,1,4
23,5785070,4,5
77,4095067,5,1
33,3536711,1,2
53,3158729,4,6
44,4458528,3,1
49,5485425,4,3
80,2331059,1,4
29,2946606,3,4
43,3011536,2,3
80,4169587,3,5
66,4300786,5,1
58,4860229,3,2
45,4167304,1,2
71,3567525,1,3
67,5233100,1,4
77,3560984,4,6
27,3569589,5,5
74,4488537,1,3
56,3234377,5,6
20,4141829,5,5
75,5084587,4,3
43,5361687,4,6
38,3325068,2,6
60,2987391,2,1
78,2854844,4,5
49,5027122,5,6
43,4504079,2,6
39,5613880,2,2
77,3843214,5,5
52,3294898,4,2
68,4839995,2,6
18,2837636,3,1
62,4034912,3,6
38,3726639,5,6
18,3746204,3,1
55,4928580,5,2
79,4682856,4,6
34,3870068,4,1
19,5031488,3,5
43,5551080,3,3
42,3636002,2,5
51,4482169,1,3
35,4664487,4,3
42,4418699,2,4
69,4928852,3,1
34,3094746,3,4
30,4593406,2,5
31,3490520,2,5
18,4721074,2,5
24,3015149,5,5
71,5152286,3,6
63,3361933,2,6
72,1459923,5,3
53,5193891,4,2
58,4233503,2,2
50,3528145,3,1
42,3284661,2,6
48,4272934,5,3
55,4026305,2,4
38,5073441,3,6
67,4416855,1,5
19,2815615,3,6
42,3462074,2,4
58,5319270,3,5
26,5481615,3,3
61,5181197,4,2
21,3333775,2,5
54,6013345,3,2
39,2627834,3,4
52,3279050,5,3
71,3662038,5,3
64,3510414,4,5
20,4147038,3,1
61,2824980,2,5
37,4418081,5,5
32,4245450,1,4
46,4815420,5,3
66,3810324,5,2
49,3783974,5,1
31,3708984,2,6
47,4612548,3,2
18,4508363,2,4
52,4202911,4,1
24,2791072,3,2
64,3600319,3,5
51,1959095,1,2
50,2787270,1,3
34,4168768,4,4
43,3823329,2,2
30,4254067,1,6
40,3260925,4,5
26,4852937,1,3
75,3954194,1,1
62,4534527,3,1
72,2318793,4,4
37,4477952,4,2
64,3806163,4,6
31,3440118,1,2
51,3737853,3,4
63,3748918,5,2
79,3837408,4,6
21,3460230,4,3
26,4573076,3,4
42,3455068,3,1
50,3707543,3,4
62,3868407,5,2
63,4472340,1,1
56,3653351,4,5
50,2367480,4,5
31,3522595,1,6
69,4030897,5,5
55,4150838,3,3
32,4242188,5,2
74,4604948,2,3
60,5039825,4,1
18,5006343,3,1
43,4927349,2,4
70,5496873,3,4
72,4244974,2,5
20,4598222,4,3
30,3948032,2,5
42,4057987,3,3
50,5213349,2,1
70,2922705,4,5
51,4427873,4,4
21,3537900,3,5
75,3017779,4,2
64,2186657,1,4
70,4619509,4,5
44,5011845,5,6
32,3843077,2,5
30,4051237,1,2
50,3891322,4,5
69,3716792,2,6
38,3833060,2,6
32,4171623,4,2
32,2554714,4,3
26,5202121,4,5
40,4399813,4,5
72,2475359,3,5
69,4703237,3,3
62,3728713,1,1
37,3867517,1,5
45,5600607,4,6
42,3672352,3,6
63,3122872,2,6
40,4480885,1,4
58,2683436,5,5
23,4355106,5,1
66,3957919,1,3
75,4460738,2,5
73,4680273,2,6
57,4773843,3,2
55,3463150,3,5
23,5371418,5,4
61,3207166,1,4
29,4231413,5,1
46,2987825,5,1
57,4202247,5,1
64,3487340,4,3
40,3320834,1,1
38,5291033,2,3
63,2305316,1,3
34,4610531,3,5
56,2776686,1,4
64,2594063,3,5
18,5115118,3,2
47,3921581,3,5
31,3758361,5,2
44,2764929,5,4
34,4294228,5,3
50,4568561,5,3
52,4012893,5,4
43,4727985,4,6
24,4182622,4,6
68,4621268,5,3
55,5101969,3,1
28,5123204,5,5
44,2690080,4,2
63,3733692,2,2
52,5404144,2,2
64,4654476,5,4
64,4729108,1,6
43,3469178,2,1
48,4738801,5,6
36,4840697,2,6
29,4544801,1,6
80,3362015,3,3
29,3812294,5,6
23,3535178,1,6
27,4014246,1,6
48,3975659,3,1
57,2670444,1,3
56,4430397,1,2
71,5724208,1,5
69,5319486,4,5
74,3069128,3,2
53,3146789,4,5
20,3516072,4,3
59,2951217,4,6
51,3919883,5,3
51,4208622,1,1
78,3712747,1,5
26,4963918,4,4
50,3302311,5,4
70,2399639,5,5
67,4773663,4,1
70,4986945,3,6
25,5039822,3,5
44,5130794,4,6
56,3706947,3,4
67,3670260,2,2
51,3808258,1,1
19,3013465,3,3
53,3959248,5,3
74,3253272,5,4
41,3414130,3,3
23,3855472,4,3
40,2913049,3,5
41,4842281,2,3
42,4769265,1,3
79,4569165,4,3
61,2770879,1,4
44,4555468,5,4
25,3311445,3,6
40,3881887,1,3
45,3332074,1,5
57,4013853,1,2
28,4319715,1,6
78,4875766,3,2
33,3231660,2,4
70,3376708,4,2
44,4216443,2,2
54,4997849,5,5
20,4647416,3,5
42,4741137,2,5
47,4765991,1,3
68,3822496,2,5
21,3938309,2,6
72,3261539,4,3
64,3919809,2,6
53,4179666,3,5
19,4052311,1,5
67,3253394,5,3
44,5146177,3,4
60,4659595,3,5
61,4066517,3,5
64,3857802,3,2
61,3837704,1,1
79,3974185,5,6
53,3370723,4,2
23,3922182,3,4
79,4160120,2,4
36,3582578,3,3
28,3161796,2,1
42,3860606,5,4
59,2001054,4,1
58,4464564,1,6
43,4474571,2,6
58,3801383,5,6
37,3544662,4,6
76,3722603,4,6
77,4878111,5,2
18,4323852,2,2
76,5368171,5,2
51,3151345,5,6
24,3881393,4,1
49,2925040,5,6
45,3327280,5,3
62,4866493,5,2
52,4021943,3,3
58,5245476,4,2
34,2742369,3,3
30,3266900,4,1
71,4675553,1,5
66,3816352,2,3
57,4892770,1,1
21,3766533,2,1
43,3887615,2,1
28,3755415,4,5
51,3775098,4,6
75,3814485,2,6
71,4737656,1,3
37,2771371,3,3
76,4538191,3,3
49,5123573,3,3
28,3759195,5,1
53,3444167,2,4
34,4082496,5,5
42,4516914,5,5
30,4062541,4,5
21,3504498,3,3
30,3764464,3,2
31,4816543,1,6
52,3376364,4,3
57,3697786,2,1
54,3470730,2,5
66,4430743,3,1
61,3581719,2,6
22,3852230,3,2
74,2927206,1,2
47,3579491,4,1
67,3888360,5,5
47,3090924,4,4
18,3786004,4,2
32,2878698,3,3
29,3189740,1,5
50,2765572,1,2
73,4847576,4,2
73,5256288,2,2
53,3426545,2,1
58,4041036,1,3
34,4681705,1,2
30,4351484,3,1
50,3304475,3,6
37,2480180,5,6
35,5388474,5,5
31,2905680,4,6
34,6019266,5,3
18,3385552,1,6
37,5341543,3,2
42,3284823,5,3
70,4490852,4,5
71,2937937,5,1
21,3851554,1,6
54,3579152,3,3
79,4343594,3,6
36,4110663,4,3
44,4283210,5,3
48,3578480,4,3
31,3893107,3,3
72,4808459,5,3
21,3311423,1,3
65,3016489,2,3
78,4517933,4,6
62,5012544,3,1
18,3962102,3,4
60,4167399,3,2
41,3109100,5,5
49,4146707,1,2
60,3952930,3,1
78,4301413,1,4
49,3566059,4,2
42,3770592,4,4
33,4163044,1,4
60,3530117,4,2
31,3518192,3,1
18,2941449,3,4
37,3771557,4,4
58,3303459,1,1
52,3300673,2,1
57,4156195,5,1
60,3345971,5,2
22,5153330,3,3
77,4643043,3,1
38,3832779,1,6
66,3254062,5,3
77,3953695,1,2
45,5476254,1,2
75,3897484,1,5
40,3338491,1,6
75,3083592,2,4
26,3666044,3,5
61,4276572,4,5
75,3399228,2,6
49,3147596,2,4
78,5085732,2,4
23,2629487,2,4
79,3942934,4,3
62,5165629,4,4
57,2690124,2,5
38,3617008,1,3
27,5167695,3,6
50,3768764,3,6
36,4126482,5,6
56,2035984,1,6
50,4065171,1,2
40,4030052,4,3
27,3652046,3,4
78,4950513,5,1
62,3652334,4,1
72,4181337,1,6
63,4651683,5,6
43,3809898,4,2
67,4578438,5,2
55,2748690,4,5
38,3844218,4,3
55,4946886,2,6
69,3672763,5,1
58,5050944,3,5
38,4941475,3,5
55,4587955,2,3
42,3555613,4,4
67,4623738,3,5
33,2861429,2,5
38,4967200,4,1
54,3914422,4,5
41,5342654,1,6
27,2205112,1,4
32,5151854,3,2
39,3724029,4,3
77,3820294,1,5
57,3764707,2,3
68,3157639,1,2
79,3053226,4,2
43,5415340,1,6
59,4148751,5,5
25,4565355,1,5
53,4273972,5,3
78,5282690,1,3
26,2450607,5,3
18,4366228,5,5
61,3381491,3,3
54,4064439,4,1
73,4170812,2,2
54,3611470,2,5
64,2922036,4,5
48,3871433,4,4
59,3748569,4,6
20,4686265,2,6
28,4370866,4,3
67,4038419,2,5
69,4485911,5,4
64,3296230,2,5
59,2343597,1,1
31,3253458,1,6
72,5039912,4,3
33,5137215,3,4
46,2504362,3,5
46,4710113,4,1
56,5480128,5,2
60,3288494,4,2
20,4884972,1,2
66,4232581,3,6
75,4064781,1,4
34,3500276,3,3
25,3852081,4,1
21,4366121,5,6
29,4344565,5,2
35,3999933,4,4
35,4876434,3,3
18,3694568,1,3
26,4051351,3,3
48,2833250,1,1
32,5201629,2,5
63,3251226,5,6
24,3974661,5,1
59,3566676,1,6
48,2912812,2,5
69,4407178,4,6
69,4981527,1,2
44,4900781,5,2
74,3902523,1,3
59,3830016,4,1
33,3312753,3,6
71,3999119,5,2
78,3455279,4,5
66,3502018,4,1
38,3871644,4,3
33,2907609,3,2
36,2927127,1,4
74,3373258,3,1
56,2585890,2,4
26,5829615,3,4
74,4315947,1,4
66,5199815,5,2
33,4285043,5,4
29,4671211,1,3
60,2726245,2,5
50,3925527,3,5
71,4419026,3,1
49,2314294,1,1
39,3154042,3,5
64,4662558,1,4
42,4871265,1,2
56,3655953,5,5
56,4314287,2,1
18,3464691,4,2
25,3569940,2,3
35,4051866,1,2
71,5186267,2,2
67,3268433,4,1
55,4748500,4,3
55,3462486,5,1
65,4992122,3,2
57,3432717,4,4
69,3487733,3,1
33,3426237,4,6
50,4510689,1,3
71,4068139,4,2
78,4403866,3,5
44,3005767,4,6
37,3676808,4,6
56,5752048,1,2
22,3374296,3,2
24,3060582,2,4
44,4029620,2,5
34,3825102,5,4
41,3612105,5,1
49,4124149,5,5
69,3947612,5,1
58,3567921,1,2
63,5452760,3,5
63,2744276,3,4
76,3486245,5,6
64,3352111,2,4
31,4045854,2,2
52,5342749,2,2
55,3912399,5,6
35,5477903,4,2
42,4608334,1,2
22,4182102,4,3
75,3892374,4,1
38,4458051,5,2
18,3105509,2,6
71,5408118,4,6
51,3885159,5,6
22,3598856,5,5
75,3758688,5,1
35,3568154,5,5
39,4511422,5,3
60,4790165,4,3
62,4126842,4,6
50,4035979,2,3
65,5129097,5,2
35,3888273,1,3
20,4592304,1,1
70,4132370,4,5
46,3814269,5,4
63,4220596,2,1
41,4899955,2,3
70,4000410,3,4
57,5231816,1,1
33,3361317,5,3
35,3618348,4,2
64,4747791,2,5
19,4415757,2,2
39,2542796,1,2
46,2625842,1,5
56,4460281,3,3
60,4739442,4,2
31,2314226,5,1
20,5347526,4,3
61,3265281,1,1
36,3572893,2,4
25,3470339,1,6
31,5316287,4,2
66,3041982,1,4
56,3549288,4,2
67,3927775,5,4
78,2569687,3,1
40,4288427,5,2
29,3840322,4,2
23,3856542,5,6
41,3539501,2,6
28,4488468,5,4
23,4878185,2,2
71,3578878,3,2
28,2526760,1,2
75,3805786,4,4
26,2937376,1,4
36,2947777,3,2
42,3783888,4,5
34,3505010,2,4
69,4448741,1,5
72,3414159,4,4
73,3652284,2,3
47,2704365,3,6
39,3970067,1,3
49,3417339,2,2
48,4593801,1,3
53,3370995,3,3
30,4011393,4,6
25,5209692,5,3
65,3575022,3,6
70,3419989,1,6
48,4206845,5,1
57,4613341,5,3
26,5912797,3,5
78,5952402,1,3
45,4247299,1,2
72,3677162,4,4
41,3994561,3,3
74,4232881,3,4
57,4602951,4,1
26,3184982,1,6
36,4234079,2,5
77,3655344,1,3
21,3059382,3,5
68,4758905,5,1
79,4752167,1,1
38,4832633,5,1
49,3985357,3,5
59,3044465,4,5
48,4314776,2,2
41,4499938,4,5
26,4063114,4,3
47,4787783,5,5
77,3654613,4,6
38,4354839,1,1
72,4342334,5,6
58,3498234,1,3
60,5055695,3,5
29,4935840,3,3
73,2944222,4,1
47,4437175,3,1
58,3449955,5,4
23,2745565,1,4
20,4730265,5,4
34,3714674,2,5
18,3458452,2,6
39,4861413,2,6
57,3227896,1,6
36,3896170,5,4
60,4996405,4,6
61,3093857,4,6
40,3626997,3,2
53,2700609,5,6
45,4327887,1,5
57,4797948,3,1
76,5211483,2,6
55,3843982,2,3
26,5018149,2,2
75,4185774,3,2
76,2943725,3,4
20,3753534,3,4
55,4244521,1,1
29,4971334,3,4
23,4030890,4,1
65,3927639,1,6
30,4596505,3,2
50,4180681,4,4
67,2920282,3,4
36,4141255,4,4
54,4359586,2,2
43,3449949,5,2
20,4069746,3,2
71,2548947,1,2
33,4373512,2,6
36,3213895,1,2
19,4650718,1,3
27,2222859,1,1
26,4965672,2,4
23,4079667,1,1
63,4161149,5,6
29,3248843,1,1
25,4033645,1,1
41,3616038,1,3
74,4016160,2,4
56,4910311,3,6
19,4094416,1,3
53,3951235,5,5
71,3812039,2,3
61,4764862,2,5
41,5445587,4,2
78,3387963,3,6
35,3052403,3,4
33,4766486,1,3
57,4833338,2,5
75,4402329,3,6
45,2520628,1,5
48,2459577,4,1
55,4559530,1,1
44,4756521,3,2
72,3717004,5,2
27,3503717,1,6
22,6165304,1,4
61,3428858,3,5
47,3157728,1,2
78,4310532,1,5
76,3349362,1,5
51,3316622,5,6
68,3685347,1,4
50,3337039,4,4
41,4379914,1,4
50,6155588,3,3
53,3376718,2,4
32,3330746,2,5
59,3345635,5,2
48,3467032,4,2
34,5918488,3,1
25,4555147,4,1
23,3889458,1,3
52,4485624,2,4
53,6187644,2,3
45,4904260,4,4
19,4447101,2,2
61,4380043,3,6
42,3648401,3,5
46,5707710,1,2
35,2506498,3,5
25,4192422,4,3
27,4934445,4,1
57,3976036,2,5
80,4167770,2,3
53,4118991,1,4
77,4828873,1,4
20,3504847,2,4
55,2814083,4,4
75,2803571,5,1
37,3522646,2,3
72,3282330,1,4
52,4347300,1,1
71,4862695,4,5
18,5197564,4,2
52,3556653,1,6
62,4557723,4,3
42,5708768,5,5
28,5451885,1,4
76,4774635,5,5
64,4936767,1,5
58,3106512,4,1
78,3157269,3,3
37,3786816,3,1
35,2941559,1,1
51,3711743,1,2
54,4720947,2,2
58,4624246,2,6
66,3665943,5,5
38,3583300,3,3
65,2808646,2,6
62,3542939,1,2
47,5264091,2,6
55,4889260,5,5
42,3081324,1,1
70,4614068,3,5
71,5048109,4,4
47,5195196,5,6
40,3675051,1,6
65,4373414,3,2
79,4457469,4,2
43,4863206,2,2
25,3879481,3,5
59,3905420,3,3
25,2865864,3,6
66,2747351,5,2
41,3941203,2,5
61,3840568,2,6
64,5515350,2,5
76,4263010,3,4
40,2369802,5,5
77,5270037,2,4
35,3971907,3,3
77,3514175,2,1
24,4841305,3,2
60,3585042,1,2
56,3306008,1,6
30,3253851,3,6
79,4487912,4,1
27,2641765,4,4
61,4416137,5,6
19,4567587,2,5
54,5793073,4,4
77,3348253,2,6
80,4478983,5,6
56,5420645,1,3
44,4624226,5,4
20,5131552,3,6
47,2249068,2,3
76,3835148,2,5
72,3863762,4,2
44,4157049,5,4
37,3203455,4,2
64,3044152,2,3
61,3258430,5,2
57,4095308,1,4
28,4232721,3,3
72,3460161,2,4
33,2915120,3,3
37,3817004,5,5
56,3996288,2,4
52,3999402,5,4
62,4933307,1,5
39,5693391,1,2
35,5455286,2,6
73,2943994,2,1
60,4315671,5,5
23,3668482,3,2
44,4453569,4,5
65,4613727,1,5
63,4495471,3,4
41,4276305,4,1
37,3850110,5,6
76,4489709,3,2
49,5957764,4,3
46,3556290,1,5
32,3149467,2,4
38,4401674,4,1
66,3962737,2,4
36,3727432,3,3
70,2653305,1,5
29,4294355,4,6
50,4569293,5,5
55,2580932,4,4
59,4809062,2,1
55,4160484,4,3
72,5192042,1,4
54,4598967,2,1
65,4245501,4,1
20,4764286,2,6
72,5641762,2,3
75,4007285,2,4
60,5131462,3,6
34,4319513,2,1
65,4756575,5,4
68,4236375,3,2
45,4288191,2,4
46,3492197,5,5
47,2055596,5,6
69,4933017,1,2
76,3784703,4,4
69,3024713,4,5
38,3751876,5,6
57,3597776,4,2
26,3888067,5,2
34,3505976,1,5
27,4244155,5,4
67,5485278,5,3
68,2640894,5,6
56,3538308,1,4
52,3308262,5,6
51,4106890,2,1
72,4318311,3,6
20,4385105,4,4
40,4297763,2,4
77,2705712,4,3
44,3317245,1,2
52,4259491,3,4
55,3656011,3,2
53,4407062,1,5
54,3620753,1,4
57,4154577,5,2
55,4295118,5,4
18,3782118,3,3
43,5349199,1,5
55,3555050,1,4
36,4381053,3,3
41,4921213,3,2
47,4780416,1,1
24,4236519,4,3
24,3089051,1,5
54,3968981,1,3
58,3561141,4,3
67,4049297,2,6
25,4183807,3,3
64,2773511,4,3
43,3366551,5,5
21,4167272,3,1
34,2837571,5,4
50,4109739,2,6
73,5322177,5,2
61,4896484,4,1
80,3510187,1,6
28,4716626,2,2
77,2949216,4,2
64,4547718,5,6
39,2229331,1,2
36,3349951,5,5
68,3805178,4,5
61,4191443,2,3
57,3020171,3,1
80,3869800,5,6
44,2293977,5,3
32,3724012,3,4
67,3880701,3,4
58,4506862,1,6
63,5680718,2,1
24,3834941,5,2
63,4341144,1,1
21,3507627,3,5
37,5217450,1,4
52,6254438,3,1
30,4059865,4,6
65,3824788,3,1
66,4044647,2,3
57,3715531,3,1
76,4112848,3,4
61,5498675,5,2
18,3854970,3,4
41,4427858,2,2
67,5425378,5,6
31,2884353,4,4
30,4775969,3,1
72,4216801,1,4
57,4584150,3,2
50,2993585,4,1
20,3340785,3,5
33,4267846,3,6
37,4298384,5,1
36,4234678,5,6
78,2855008,5,4
55,3435890,2,3
33,4087370,4,2
65,4970726,2,6
20,3092140,2,3
48,3431324,5,4
23,3491862,1,5
58,4278201,3,1
76,4766375,1,3
62,2929812,4,6
30,3634784,4,4
65,3586807,2,6
26,3060714,5,5
26,4531150,2,6
33,3791500,4,3
58,4544579,4,4
77,3638782,1,3
75,4498027,3,6
74,4167716,5,2
32,3515481,5,1
53,4377419,3,6
56,4222057,1,6
56,4138247,2,2
35,4507193,5,5
55,3444915,5,6
26,3286453,5,6
56,3317066,4,2
67,4603795,3,2
65,4919572,2,1
44,3660157,3,5
44,3630897,4,3
36,4390594,1,3
18,4805078,2,2
62,3737459,4,2
44,2606423,2,5
39,2936475,4,3
60,2788093,1,4
73,3434971,1,1
57,2897765,2,5
76,3103840,3,5
40,4150668,3,2
48,4725692,3,1
35,4573354,2,3
24,3450213,3,4
57,4980583,5,6
33,4453809,3,1
24,4867357,5,4
74,3981296,4,1
48,4156682,2,5
18,3563273,3,3
78,3097612,2,4
22,4799739,1,5
44,5212606,3,3
41,4245227,3,2
31,4125693,5,4
28,5550669,2,3
77,3409685,2,6
23,4008881,5,2
30,3489492,5,5
77,5031244,1,1
78,4885380,1,3
34,3704356,1,1
46,3283464,3,5
26,4847045,5,5
43,2351647,5,1
24,3592382,1,2
64,3677394,4,1
78,4506748,2,2
75,3419725,4,1
74,3036760,5,5
74,4686957,5,6
35,5116844,4,2
74,2820615,2,6
50,3594105,4,4
78,3688510,5,6
18,4860928,4,5
74,2876905,5,5
53,4154470,4,3
22,4775633,3,6
37,3888846,5,4
24,4387129,5,6
47,4241928,3,3
56,3665922,4,5
20,3127870,1,5
30,3439908,4,2
36,5984022,1,5
37,3671434,2,2
68,5482162,3,2
50,4045498,4,2
49,3492266,3,3
47,3989401,3,6
42,3927449,5,2
18,2849245,2,2
61,3964253,1,2
20,2988525,3,3
80,4339474,1,6
22,3581396,4,4
55,4238876,5,5
37,4085823,2,3
75,4505559,2,4
25,3150303,2,2
63,5107966,4,6
70,3574016,1,1
57,3190284,3,2
66,3104345,4,1
33,4250872,4,1
60,4316288,4,4
64,4350094,4,4
51,3589320,2,1
72,3884052,5,4
24,3806637,4,5
73,4117684,4,2
58,4024298,4,6
62,3113156,1,6
59,4268899,3,3
67,4950597,1,3
39,3487023,2,5
45,3112172,4,3
22,3953200,4,1
37,2663844,1,1
74,3555435,1,6
48,4533841,2,5
44,3607800,4,5
40,4401325,3,2
52,5669543,3,5
18,5136459,2,4
49,4900948,1,4
30,4026816,4,1
53,4070231,5,2
61,3738642,4,4
40,4742079,3,5
71,3423674,1,2
27,2714568,2,1
62,4557163,3,5
25,3527365,1,4
34,2664143,3,1
70,3859462,1,1
53,3752717,4,3
75,3033539,3,1
73,3661621,5,5
42,4487972,1,1
76,4865828,4,2
66,3678189,2,5
21,4750269,2,3
54,2340794,1,2
36,3007946,5,1
41,4343215,5,3
76,3448159,5,1
69,3748799,3,6
53,3455960,3,6
33,4152303,2,5
57,5208999,5,4
27,4239813,2,2
19,3378747,1,4
33,3169033,4,2
40,4922185,3,2
43,4173125,5,4
35,3387041,5,6
40,3621025,3,1
43,5104821,2,2
20,3522574,1,6
77,3297674,3,4
25,5109156,4,5
20,2574434,3,2
56,3527319,1,4
64,3623532,5,4
21,5649578,4,6
40,3338336,1,6
43,4625576,3,5
76,3483704,3,3
62,3827463,2,5
25,3937127,4,4
42,2310906,2,4
45,4046164,1,6
55,5406190,2,5
43,3378762,4,4
57,3326648,4,1
26,4307171,4,3
39,3505325,5,2
45,5712355,3,6
76,3840893,1,3
61,4281894,4,1
61,3401163,5,5
53,2963401,4,4
79,4460592,2,5
36,3437785,1,1
72,4685471,1,1
80,2825724,3,2
38,5010070,3,1
61,4430988,5,5
61,3539303,5,2
74,3990319,1,1
39,3801146,5,3
22,3293054,5,1
27,3190091,2,2
54,3776402,4,6
40,4108113,2,5
45,5035778,2,4
28,3799099,2,1
28,3752562,4,4
72,4837064,2,3
35,3261422,1,4
41,4219101,5,3
45,4692158,2,4
73,3576354,1,1
19,3829280,2,4
47,3368547,4,3
59,4632526,2,4
20,4551488,3,1
72,4265120,3,4
39,3419379,3,2
20,4526441,4,3
21,3514270,1,1
70,2712102,1,4
32,3347936,1,6
20,4662835,4,5
41,3567615,1,6
69,5472017,4,6
76,4826699,3,2
51,4320576,2,3
60,4370411,3,1
50,3448908,1,3
67,3866595,2,3
43,5800437,5,2
39,3858682,4,2
50,4689677,5,5
66,4020591,2,5
27,4352023,1,2
66,2708559,1,2
57,5637133,2,5
54,3948825,4,6
19,3008618,3,4
34,5648883,4,5
78,6014927,2,2
67,5102837,1,5
37,4123850,2,5
47,2224624,4,3
52,3497780,1,4
21,4432584,1,2
64,5093358,3,6
29,4016709,1,2
56,4383317,3,4
25,5389736,3,2
18,5125572,4,4
57,3216101,1,4
38,4661885,3,5
28,4303050,5,6
52,3638033,1,1
69,5028327,5,2
63,4226482,4,4
60,4056529,3,5
28,4136860,2,3
62,3074044,3,4
72,3722053,1,6
52,4203195,2,5
74,3475530,5,1
80,4193300,2,1
25,5244441,2,6
65,4044831,3,2
55,3464323,4,4
38,4461333,1,2
66,4438601,3,6
19,4386373,1,4
75,5287173,2,2
78,5554869,3,2
57,3647908,5,1
19,3748323,1,3
24,4566523,4,4
74,4396130,1,4
74,3804742,4,3
42,3303625,4,3
36,3604007,5,5
30,4017946,3,2
29,4047864,4,1
26,5139541,2,5
64,3799680,4,5
65,2205658,1,5
44,5817153,5,5
53,4731397,3,4
72,5102198,5,4
27,2688833,1,3
62,2745543,2,2
24,4786242,4,3
76,3969440,2,4
57,4244640,4,5
64,4360284,3,2
66,2625229,3,1
22,4152195,5,1
47,4579438,1,3
63,4417203,2,4
78,3065045,1,3
62,4304052,1,5
79,3333426,5,6
56,3363075,4,2
50,3054196,2,4
18,3738645,4,2
20,3171403,1,2
69,4052010,2,5
55,5807684,2,4
63,3862358,5,6
68,5014574,1,3
38,3913657,4,5
24,3647409,3,1
47,4049031,2,5
38,3751568,4,1
67,3593831,2,3
80,2735191,2,3
27,5527605,3,4
55,3441234,1,6
46,3655141,3,4
77,3849835,5,6
64,3206246,1,3
60,3529447,2,3
70,3783603,1,4
43,3988717,3,5
71,4481242,2,5
71,5434737,5,6
63,4112986,4,1
18,4979126,5,2
70,4415372,5,1
45,4369962,3,5
36,4075693,2,4
63,4605604,5,1
80,4407508,5,1
27,3194165,2,3
29,4205479,3,3
66,3609256,5,1
23,4712138,3,2
70,4374902,3,3
33,4369773,5,3
72,3509617,1,4
65,2789583,3,4
74,2849586,4,5
51,4163692,1,4
80,4702672,3,2
51,5357698,1,5
58,3725964,2,6
49,3176141,5,5
71,3594811,2,5
69,3217131,3,5
22,3832184,3,4
52,3859681,5,2
19,3230613,1,5
71,5303067,4,6
71,3640592,1,6
25,2956433,3,1
34,3800478,3,3
47,3357702,4,1
39,4782949,1,2
40,3058226,5,6
51,4668035,1,5
53,4906240,1,3
30,3533590,3,5
63,4785282,4,1
57,3392607,5,2
23,3954017,5,5
58,5234731,4,5
56,3293163,4,4
77,5520721,4,4
60,4469931,5,4
56,2715911,3,5
60,2330299,5,3
47,2653406,3,5
31,5256672,5,2
74,4256014,3,2
58,4205223,4,4
29,4362123,4,3
23,3860960,3,2
55,3804318,5,2
41,4629316,4,4
34,3127748,4,2
29,1805153,1,6
51,3986283,2,4
77,1953819,4,1
56,3369440,5,4
57,5616978,5,1
37,2813950,2,6
18,3701650,2,5
25,3158740,2,4
71,4364748,3,4
27,3808214,5,1
60,4767134,3,1
39,4829375,1,5
29,4584729,3,6
26,4269502,5,3
60,5041301,1,5
65,3521734,1,3
60,3988916,4,1
63,4469213,1,4
50,4002616,2,5
65,5631438,3,6
50,4529843,3,6
76,3645992,2,4
41,3210821,5,1
26,5571939,4,3
19,2955557,4,2
46,4564926,4,6
51,4808777,3,3
60,3479442,5,1
52,3337270,4,3
58,3448647,5,6
33,3922461,5,4
72,4543534,4,1
35,3968625,2,5
75,3880669,4,6
78,3715896,1,1
80,3426049,4,3
75,5371744,4,3
39,2829325,3,2
20,3971338,5,1
80,4740489,5,2
74,3961461,2,4
72,2070625,1,1
37,4231311,4,4
32,2958159,4,4
37,4151685,4,6
59,3613828,2,4
18,4009870,1,1
57,4714073,1,3
70,4535621,3,4
25,2258896,4,6
57,4617174,5,6
23,4830626,3,1
64,4958687,5,5
48,4427397,2,4
70,3118971,3,1
69,4892505,5,5
55,3416073,4,3
28,3450890,2,5
79,4733825,5,5
41,5783819,3,3
64,3986232,1,1
40,4591184,3,1
27,2815807,1,6
37,3085314,1,6
32,4557147,4,5
80,4287637,4,4
32,4443861,5,2
70,4918439,4,5
34,4478705,2,1
25,3033889,1,6
24,2944116,5,3
36,4200731,1,1
21,3530811,5,4
28,4289553,1,3
58,3193468,2,2
51,2944364,1,1
57,3698415,2,3
31,2555826,4,2
36,4351789,1,4
59,3702231,4,4
35,4666041,4,3
20,2182137,3,1
27,4498496,1,2
50,3456871,3,5
37,3219110,3,3
29,5678137,5,1
57,3748728,2,5
73,4148277,3,2
61,4157365,1,4
47,2812364,1,4
68,4361154,3,4
51,4688407,3,5
53,3884788,2,6
75,4738864,1,3
47,4258535,5,3
57,4832649,3,5
68,3814207,2,6
32,3322919,3,5
48,4069349,2,6
46,2944885,2,4
20,4130798,3,3
43,3621508,5,5
46,3982872,4,5
32,3970156,1,2
56,2412926,4,4
77,2973834,4,2
54,3519827,4,5
27,5566382,4,6
38,4087832,3,6
58,3935904,2,1
25,3174058,2,5
34,3847276,5,3
78,3218362,1,3
50,4487353,4,2
73,4782438,3,6
40,5417047,1,1
78,3471399,2,5
62,2913595,3,5
48,5795941,4,5
41,4059196,1,3
50,3374886,5,2
65,3011042,2,2
40,5154568,5,6
80,4176205,1,1
62,5510729,1,3
52,4082433,1,1
78,4182277,4,2
62,5812658,3,6
74,3732410,5,3
57,5849078,2,2
79,3915936,3,4
