"edad","ingreso_total","nivel_estudio","tamaño_hogar"
65,2535948,4,5
74,3631461,4,6
19,3758727,5,4
70,3588038,4,4
43,5340253,5,1
70,3767382,5,2
19,4700029,5,3
25,2521286,5,6
56,5846804,4,3
49,4105031,4,6
23,4535301,4,1
23,4058850,4,6
37,4065689,5,2
39,3936112,5,2
29,3449891,5,6
24,3018643,5,5
77,3983951,5,5
38,3655192,5,1
45,4780553,4,4
75,5899664,4,2
73,6051468,5,5
18,3321059,4,6
31,3736491,4,6
77,4083556,4,6
77,4688298,4,6
19,3242452,4,2
47,4705753,4,6
54,3424842,4,2
71,4043332,5,2
68,3887831,5,4
69,4989750,5,6
63,4610345,5,6
38,5056283,4,2
31,4083608,4,2
26,3909845,5,2
33,3502666,4,5
67,3394612,5,6
46,4848407,4,6
45,3987572,4,2
51,3927703,5,1
37,2682414,4,6
31,2648226,5,3
70,5606291,4,3
77,4052089,5,5
61,4535682,4,4
62,4697777,5,1
69,5116286,4,5
24,4612698,4,5
79,3896367,4,5
26,4044011,4,4
45,3256178,5,6
46,2772771,4,4
78,3451290,5,2
63,3646743,5,6
65,3044921,5,1
56,3169823,5,1
80,4029599,4,4
43,4808201,4,6
61,3981986,4,2
29,2962913,5,2
46,4337491,4,3
40,4301897,5,3
78,3973868,5,3
76,3926698,4,5
62,3633603,4,3
62,4602086,4,6
19,4599557,4,2
34,1894973,4,4
78,4266572,4,1
39,3720911,4,2
34,4453617,4,6
32,2785752,4,1
40,4382043,4,4
46,2945928,4,2
76,4412461,5,2
23,4651557,5,2
40,3844979,5,2
38,4448305,4,2
68,3359176,5,5
69,4788563,4,6
38,4048464,5,4
39,3668130,4,1
39,4101437,4,1
43,2865462,4,5
68,4829101,4,3
69,4995790,5,1
27,4003703,4,4
67,2162097,5,4
46,4143314,4,6
53,4409684,5,5
75,2912189,4,4
42,4174085,5,5
76,4582163,4,3
65,4046120,4,6
39,4386858,5,5
61,3187051,4,5
74,5617390,4,3
31,3590332,4,2
64,2970255,4,5
28,2850790,5,5
64,4369532,5,5
70,4382778,4,3
31,4415376,5,1
45,5439420,5,4
26,3663623,5,2
26,3581966,4,6
46,3080639,4,5
40,3096852,4,6
36,4541434,5,4
77,3833313,5,1
38,6018779,4,2
20,4858254,5,4
62,3031780,5,3
32,3527573,4,3
46,4066502,4,5
74,3538539,5,3
33,4176145,5,1
24,4091812,4,4
74,4125009,5,2
35,4280500,4,5
33,4415439,5,1
78,4902830,5,6
35,3870822,5,2
78,3664645,5,1
22,4541737,4,6
79,4142978,4,1
48,2825327,4,6
77,3784856,4,6
36,3333510,5,6
72,3334272,4,1
60,4098696,5,1
51,3544639,4,6
58,5667867,4,3
19,4170192,4,4
19,5405193,5,6
47,4748210,5,1
75,5170782,4,6
52,4406782,4,4
76,3982950,5,1
74,3597543,5,5
66,3639904,4,5
51,3134558,5,6
55,4053530,4,4
74,5145481,5,6
54,3613368,5,2
53,4556848,4,3
46,4642453,5,4
59,4596218,5,6
55,3214994,5,4
24,3432890,4,1
68,3924742,5,3
52,3598499,5,4
78,3245724,5,1
36,3792284,5,1
79,4784075,5,6
53,3919086,5,4
18,4396912,4,3
29,4932664,4,1
73,3145797,4,2
64,4418705,4,4
21,4374889,5,2
39,3258537,5,2
31,4945492,5,3
19,3864537,4,4
29,5350703,4,5
75,4120096,5,3
44,3142755,4,2
33,3686345,4,1
56,3418820,5,6
48,4817000,5,1
76,4039753,4,6
51,4131743,4,1
43,2973854,5,2
50,3170135,4,5
32,4971184,4,2
40,3046442,5,3
43,3946308,5,4
43,2995762,4,1
61,3257925,5,4
30,5072923,5,2
75,3800164,5,2
54,4152350,4,5
79,3277224,5,4
68,3673898,5,3
55,3322455,4,6
79,3699131,4,1
62,4263059,4,6
37,3559788,4,4
28,4640962,5,5
23,4607193,4,3
51,3775289,5,2
53,3506998,4,2
23,3757450,5,6
42,3907825,4,5
77,3018720,4,6
41,4143542,5,4
62,2822925,5,2
67,2824772,4,3
46,4672417,4,5
36,4874406,5,3
59,3438449,5,1
21,4010813,5,3
68,3808245,5,5
37,3965555,4,1
65,3722884,5,6
54,3175283,4,6
41,5832614,4,2
41,5272797,4,5
73,4858936,5,3
23,3795257,4,6
18,4860475,4,6
61,3842607,5,2
29,4498710,5,1
51,4025650,4,3
51,4069858,4,3
38,2901532,5,2
32,4642014,5,4
80,5458751,5,6
61,3882821,5,3
35,4133099,4,5
31,4417856,4,3
24,4558778,4,3
62,3456097,4,6
79,3585917,5,4
31,4459341,4,3
23,3805704,5,5
39,3879124,5,5
52,3913185,4,4
52,4255752,4,2
50,2846954,4,4
40,4040137,4,4
70,3663763,4,6
62,3592442,5,2
54,4732269,4,2
80,3405802,5,4
39,3868750,4,2
66,3913098,5,1
75,2894891,5,3
53,4686530,4,1
37,5238590,5,2
61,3202817,5,3
68,3213801,5,5
27,3646471,5,1
27,3316346,4,6
34,4002111,4,4
20,4354232,5,4
60,4823118,5,6
47,3971238,4,6
41,3985541,4,4
48,4502775,5,2
57,2830278,4,3
25,4102412,5,3
56,3734952,5,2
76,3557988,4,4
23,4413770,4,3
44,4935367,5,2
33,2531757,4,2
73,4287666,4,4
34,5279272,5,4
33,3788153,4,6
42,3183454,5,3
60,5236068,4,3
37,5037960,5,3
28,2878095,4,3
34,4596102,5,2
37,4823720,5,6
28,3158983,5,5
36,3417113,4,5
65,3283414,5,3
78,3921258,5,5
62,5269634,5,6
71,2578225,5,3
42,3907689,5,2
41,2518784,5,5
67,4365383,4,4
74,5010781,4,1
56,2851682,5,5
53,4527724,4,3
46,3220748,4,2
48,4331126,4,2
67,3755606,4,5
72,3452799,5,4
66,3983350,4,5
56,3979571,5,5
56,5764180,5,3
79,3656009,5,2
34,3414048,5,1
51,2857152,5,2
25,3102630,4,3
19,3299736,4,6
20,3914587,5,1
73,4832587,4,3
69,3828475,5,5
78,4388832,4,2
80,2763345,4,5
21,3284429,4,5
45,2957047,4,4
41,3676092,5,1
44,3782266,4,1
73,4325525,5,1
22,4348840,5,3
58,5226175,5,1
57,3306454,5,1
42,3256495,4,6
21,3671289,4,5
35,3737638,4,1
71,2811760,5,4
32,3604206,4,2
19,2931010,4,2
62,3198913,5,5
62,4046719,4,2
42,3391580,4,3
48,5027523,5,4
49,2718900,4,2
44,3600518,4,6
78,4621212,5,4
52,3397674,4,2
72,3609641,4,1
67,2975859,5,5
77,5168170,5,3
28,2330796,4,2
55,3812906,5,5
33,3902580,5,3
44,4576135,4,6
28,4848860,4,5
40,3213830,4,3
59,4352039,4,4
23,4013276,5,1
34,3763152,4,4
30,4963542,5,2
36,3452830,4,6
55,2580654,4,2
48,4343707,4,4
49,4642010,4,6
63,3893910,4,2
35,4434320,5,5
54,3925482,5,1
76,3842364,5,6
68,4660453,4,5
60,4245146,4,6
65,4294118,5,6
36,4887255,4,6
69,4745892,5,3
46,2866608,5,4
25,4672998,4,3
53,2856890,4,5
54,4700117,4,2
48,5860138,5,2
59,4565010,4,6
68,5210874,4,4
46,2986998,5,5
70,3540279,5,2
42,4916903,4,4
32,3504950,5,3
49,5110314,5,4
64,3946185,4,2
42,4311538,4,5
33,4374610,5,1
45,4653500,4,3
29,4011438,5,5
70,3555821,5,4
51,5335282,5,6
51,3694551,5,2
23,3974698,4,1
62,3722118,5,3
39,3828611,4,1
21,3874232,5,2
30,3626193,5,2
43,3303585,5,2
46,4503923,5,2
40,3987628,5,1
65,4037056,5,1
44,4216091,5,6
19,4685867,5,6
34,3418277,4,3
51,4557113,4,3
29,1804409,4,4
19,4416592,5,4
30,3384097,4,5
55,4998632,5,4
58,4214207,5,6
21,5293183,5,6
58,4830808,4,4
23,3511042,5,3
74,2807410,5,2
49,2558980,5,5
31,5657311,4,6
68,3117111,4,3
73,3346591,5,4
52,4793569,5,4
76,3345725,5,4
75,4514365,4,3
52,5329351,4,2
78,4409873,5,3
33,3040531,5,6
46,3634671,4,6
30,4842105,4,5
35,2754907,4,4
70,4761746,4,5
36,4029252,5,3
28,4972704,4,3
40,3136747,4,1
30,5219823,4,1
68,2614965,4,1
28,4301979,4,2
39,4152450,5,2
72,2908508,4,1
74,4303528,5,5
54,4219570,5,6
36,4493498,5,1
44,3499118,5,4
60,3819856,5,1
40,4774725,5,4
55,4803730,4,2
60,4546827,5,4
71,4011538,5,5
47,4906029,4,2
21,4154697,4,6
75,2280835,5,6
63,3446352,5,4
58,3584348,4,6
77,2736975,4,5
61,3600160,5,3
41,3907575,5,5
62,5151403,4,2
22,4183352,4,2
32,3591979,4,2
28,3210861,4,3
24,3589474,5,3
47,4399363,5,2
69,3755341,4,2
47,4647854,5,3
59,3674229,5,4
38,4973372,5,6
57,5231399,5,1
66,4848677,5,6
43,1834785,5,6
18,2986889,4,1
79,4103358,4,5
66,3587256,5,4
71,3701588,4,1
78,3676651,5,1
46,3449368,5,4
19,2905989,4,5
55,4820837,4,6
67,4537485,5,5
38,3311986,5,1
31,4393292,4,4
52,3475938,4,4
58,3957223,4,6
24,4755444,4,1
80,3578969,5,1
63,3083703,5,6
58,4336760,4,5
38,4872415,5,3
33,4652603,4,4
73,3912239,4,1
80,3097597,4,1
69,4081838,5,3
49,3307037,5,2
74,4580159,4,5
68,4584471,4,6
42,4120300,5,6
22,3504329,4,1
32,3681739,5,3
31,2707142,5,3
65,5912919,5,5
58,3700025,4,2
19,3218283,4,5
57,3804303,4,5
31,4353632,5,6
74,4633666,5,1
30,3047436,5,6
36,3487206,4,2
72,3278482,5,5
75,3803917,5,2
29,3241921,4,4
53,4626160,4,3
75,4006096,4,5
58,3014838,5,1
44,5039735,5,4
46,5700906,4,1
33,3252456,4,1
68,3472080,5,2
19,4669225,4,2
43,4652254,5,2
49,2786364,4,5
75,4452574,5,3
72,3803101,4,2
46,4394226,4,4
77,3888098,4,1
50,4481135,5,4
23,3792888,5,4
80,4442077,5,3
29,3438646,5,5
55,2936049,4,5
34,3536815,5,4
76,4203625,4,2
35,4033794,4,1
48,4477002,4,6
21,5116430,5,1
31,3983183,5,4
35,4248783,5,4
39,2905882,5,4
34,4439317,5,6
33,4246089,5,2
24,3228827,5,5
55,3225476,5,1
26,3093296,4,1
31,2970597,4,4
63,4412299,4,3
75,4524156,4,3
32,3950290,4,2
71,4132598,4,6
40,4072329,4,5
20,5549712,5,5
74,3235503,5,1
55,3195230,5,5
66,4000868,5,2
34,4028301,5,6
55,4414638,4,4
35,2337768,5,4
33,4260478,4,6
18,4459984,5,5
26,3814350,4,4
41,4276706,5,2
27,4198549,5,4
34,5013385,4,4
55,4738340,4,3
58,4085808,5,1
32,5032460,5,2
35,3072968,4,1
28,4778407,5,6
61,4176775,5,4
50,5216185,5,2
42,4180113,5,5
69,4444655,4,2
48,4306216,4,2
22,3477779,5,3
32,2970394,5,4
40,5087794,4,5
32,4391688,5,1
47,3588179,4,2
30,4382389,4,4
19,4735959,4,3
67,3972706,4,2
55,5807964,5,3
55,4369699,4,6
35,3715956,4,2
60,3840638,5,4
77,3612820,5,3
31,4815314,4,5
74,4120101,5,2
32,4959862,4,5
77,3979805,5,2
73,5107428,5,1
69,3502573,5,5
74,3021823,5,2
31,4697111,5,1
25,3945070,5,5
74,4239720,5,2
19,3421131,5,5
46,4465092,4,5
27,2692208,4,1
80,3170066,5,4
18,4027498,5,5
78,4610627,5,4
50,3038952,5,4
68,4326101,5,2
61,4758164,5,4
57,4192281,5,3
48,4062811,5,1
63,5531183,5,2
62,3601443,5,6
73,4689244,5,2
72,2937149,4,4
73,4158926,5,5
20,5241358,5,3
47,4591488,4,5
50,4111969,5,6
19,3739656,5,3
74,5172377,5,4
22,3587425,4,2
47,3242362,5,2
68,4216462,5,1
59,4071161,4,3
18,4029654,5,5
33,4325996,4,5
77,3342984,5,3
76,3258727,5,4
69,4104657,5,5
29,3090604,4,3
20,3803361,5,2
35,4202566,5,2
18,4641790,5,3
79,3441786,5,3
66,2923111,4,6
28,4882044,5,1
53,3363761,4,3
30,4289270,4,6
62,4915612,4,4
63,3429989,5,2
40,5711340,5,1
39,3313468,5,4
75,3984833,5,3
50,5189787,4,5
37,3435058,5,5
71,4800802,5,3
20,3108522,4,6
65,3477401,5,1
25,2959174,4,1
28,3368470,4,1
23,4908858,4,2
43,4279662,4,5
25,4587367,4,1
77,3441462,4,3
34,3730911,5,4
48,3400392,4,1
58,4359005,4,3
48,3963999,5,1
39,4365990,4,3
80,3795934,4,2
79,3592119,4,2
49,3985790,4,3
23,4967220,4,3
18,4051278,4,1
41,3193006,4,3
25,4963938,5,4
27,5316183,4,5
51,3996460,4,6
33,3829495,5,2
29,3968637,5,4
29,3425491,4,6
78,5424409,4,2
50,3599660,5,1
18,5229451,5,6
24,2632653,5,4
37,4749147,5,2
58,4214376,5,2
70,4917628,4,5
47,3796949,4,6
28,5030062,5,5
53,4389644,5,4
77,2165621,4,6
22,4561556,4,6
42,2635277,5,2
46,3722752,5,3
67,2282028,5,1
68,5373932,5,1
79,4326225,4,4
49,5986283,4,1
18,3838639,4,4
79,5491709,5,1
22,4833440,5,1
66,4356929,4,5
65,4552747,5,1
23,4009903,5,1
75,2824365,4,1
20,3616895,5,1
72,4923542,5,4
51,3773048,4,3
48,4301702,4,6
28,2522864,5,2
70,3741305,4,6
30,2536094,5,4
50,4229595,4,3
34,5493956,5,2
80,3689802,4,5
53,4540463,5,1
30,3164240,5,5
67,3564375,4,5
49,3736934,5,1
21,2920166,5,2
74,3521061,4,5
66,3547969,4,6
20,3913672,5,3
68,2123117,4,2
51,3131942,5,4
71,3328351,5,1
68,4743267,5,4
52,3268751,4,1
36,3873296,5,3
25,3366978,4,1
73,4332857,5,6
25,3747124,4,5
64,5713532,5,1
20,2668409,5,4
65,5928727,4,5
70,3571233,5,5
76,3481542,4,2
68,4663317,4,5
53,5134161,4,4
51,5212627,5,2
60,3898921,5,2
39,3329376,4,1
47,3724919,4,2
51,4710037,5,6
31,3348588,5,1
30,5199968,5,3
34,3122801,4,1
55,3071215,4,1
46,4278640,4,4
52,3265678,4,4
68,3744851,5,4
64,4316352,5,1
37,5617251,4,6
76,4125645,4,6
51,5156709,4,5
59,4383906,4,2
31,3434419,4,1
73,4820140,4,4
52,4486899,5,4
64,4893158,5,1
32,4778970,5,2
57,3396644,5,5
41,2738942,4,6
22,5486597,5,3
67,3120870,4,1
28,3615066,5,2
29,4350789,4,1
41,4358785,4,1
26,4243063,4,1
45,4368863,5,2
35,4347721,4,6
79,3651884,5,2
51,4234399,5,4
74,5959576,4,3
18,2967942,4,6
73,2787817,4,5
29,3790048,5,6
41,4712524,4,5
47,3566504,5,6
68,3558225,4,4
65,3945100,4,1
60,3315382,4,5
76,4060712,4,3
66,4857336,5,3
50,3206780,4,1
19,3466111,5,1
47,4110822,4,5
71,4130579,4,6
46,4408320,5,5
75,5823140,5,3
43,4778126,4,1
48,4894312,4,3
56,3382510,4,3
28,5344499,5,1
51,4994339,4,2
34,4057941,5,1
71,3029551,5,5
23,3378428,5,6
22,4825171,5,5
44,4964747,4,3
47,3683484,5,3
32,3245203,5,1
77,3164126,5,3
71,4293809,5,5
33,2320274,5,1
67,4970713,4,5
62,2037575,5,4
78,3154518,4,6
22,4548950,5,1
75,5530805,5,3
36,4314495,5,2
70,4646561,5,3
42,2251238,5,4
56,4499497,4,6
23,5349600,4,2
32,4206422,5,6
65,5008578,5,5
31,3886836,5,1
75,5142600,5,3
52,4007226,5,1
63,3042406,5,4
64,4525118,4,5
60,3792777,4,1
24,3817581,4,1
18,3053870,5,2
30,4426901,4,5
26,4603431,4,1
68,4203287,4,3
43,3321229,5,3
31,2864320,4,3
37,3059010,4,3
76,2582510,4,2
48,3913821,5,2
75,3753192,5,5
43,5028688,4,3
74,3371120,5,5
62,3481157,5,2
22,3491101,5,3
40,3806669,4,2
44,3402956,4,2
42,4155798,5,5
74,3485741,4,2
44,4168209,4,2
64,3783802,4,6
23,3578289,5,1
50,2427179,4,2
50,4465378,4,2
48,4530807,5,5
64,4843563,5,3
53,3745121,5,5
68,3734626,5,6
33,5221278,4,1
53,4343984,5,4
68,4684771,5,3
64,5226086,5,6
22,3472310,5,1
23,3070927,5,3
79,3448309,5,1
65,5356148,4,6
65,2555251,4,2
56,3820867,4,4
62,3686787,4,2
71,3787543,5,3
38,4033131,4,5
54,4479406,5,2
26,2621329,5,2
24,4320070,5,2
18,3712704,5,4
69,4051047,5,6
32,2981897,4,3
73,3881425,4,1
28,3757981,4,2
77,4099392,4,2
61,3488237,4,2
75,4992478,5,5
44,5779713,4,6
67,3658126,4,4
51,5106074,4,3
74,2494551,4,3
48,4581815,5,2
56,4168889,5,4
19,4450382,4,2
72,3964929,4,6
29,5073268,5,2
64,2957606,5,5
45,4688775,4,1
74,4103116,4,2
20,3936580,4,4
35,3715581,4,2
45,3419701,4,6
52,3735084,5,5
70,3528956,4,1
46,3282064,4,4
50,3861860,4,1
62,4100315,5,3
38,2584457,5,6
62,4048788,4,2
32,2501852,4,1
61,4093510,5,3
63,5559984,5,6
26,3154087,5,6
61,3495564,4,1
74,3605213,5,1
26,4785752,4,6
61,3399339,5,6
46,4566961,4,5
71,4261183,5,1
18,3757105,5,2
44,3791367,5,3
51,4446690,5,6
30,2201369,5,3
38,3700828,5,3
77,3521286,4,4
49,5261212,5,4
39,4600494,4,3
68,4819637,5,2
36,3166223,4,2
70,4805977,4,3
59,3507919,4,5
27,4375065,5,5
39,2846753,5,2
58,4098344,5,3
28,3560322,5,2
52,3207636,5,3
44,4658255,5,4
34,3770404,5,3
25,4113222,4,4
71,3775564,4,1
76,4344610,5,3
62,4421495,4,1
47,3040020,4,5
39,5636623,4,4
45,3983414,5,2
44,5335595,5,5
64,3909939,5,2
42,5286525,5,5
29,3834331,5,6
46,3996492,5,6
20,3959440,4,4
66,4643124,5,5
45,3654680,4,5
27,2780564,5,6
23,3418379,5,1
66,2567860,5,5
67,4339415,5,6
18,4906689,4,4
32,3935025,5,3
58,5472703,5,5
75,5035592,5,1
69,3018133,4,5
64,5218081,5,1
33,2590558,4,6
71,3833157,4,4
48,4067106,5,3
18,4421641,5,2
73,3286507,5,2
79,4455695,5,5
53,2666383,5,6
69,2970446,5,3
29,2372442,4,1
31,3651966,5,2
20,3540446,5,5
48,3681608,5,4
57,3541986,5,6
35,3546813,4,1
68,4270846,5,2
28,4540321,4,5
51,5179909,4,5
62,4347205,5,6
66,6311080,5,3
61,4816105,4,2
32,4136936,5,6
80,2121315,4,1
32,3144625,4,5
35,4055175,5,4
64,3424388,4,2
18,3431838,5,4
66,4440765,5,6
75,3066817,5,3
59,3164859,4,4
21,4254971,4,6
38,5333490,5,5
63,3310486,4,6
25,4372743,4,2
57,3121979,4,3
55,4186043,5,5
36,4293157,4,4
48,2719514,4,3
57,3394146,4,4
42,4393831,4,4
29,5573020,5,4
51,3117159,5,4
54,4580311,5,5
57,4862115,4,5
43,3376056,5,6
45,2731991,4,2
26,3278892,5,2
30,4872572,4,4
19,3600146,5,4
25,4924958,4,6
35,3518097,4,6
53,4934502,4,5
22,3793236,4,1
68,3665961,4,4
37,3120219,4,2
47,2888482,4,5
24,4146519,4,3
53,2597660,5,6
32,5013990,4,6
45,3227967,4,5
43,3628088,4,3
36,4447802,5,6
19,4341624,5,1
66,3713478,5,2
75,3841923,5,5
57,3674571,5,6
75,2375290,5,3
64,4186420,5,1
38,3188879,5,3
70,5149812,5,6
50,4469832,4,1
45,3535145,5,2
60,3472922,5,6
52,3456789,4,5
40,4214151,4,4
18,4636707,5,4
73,1999853,5,5
27,3164349,4,4
77,4319453,5,6
29,2382986,4,1
20,4071750,5,6
51,3391147,5,3
72,3042277,4,6
34,2603374,5,5
70,4936259,5,5
62,3678514,5,4
19,4142352,5,4
65,4879980,5,5
50,3888362,5,2
44,5350951,4,5
34,4384114,4,4
18,5293266,5,1
47,3219992,5,1
60,4067173,4,5
38,3192732,4,1
69,2206686,4,4
59,2914398,4,2
22,4456067,5,3
71,3682759,4,3
42,3334803,5,4
55,3211391,4,1
26,5210850,4,3
49,2919233,4,3
46,5574312,5,5
40,4057751,5,5
69,5658300,5,6
27,4179910,5,5
40,2964614,4,4
33,3565023,5,3
34,4675585,5,6
53,4089945,5,2
74,4422897,4,4
51,2680042,5,5
77,3230034,5,1
72,2677512,5,6
69,4482971,4,5
23,5488442,4,2
66,4860466,5,4
38,5240810,5,3
38,4973447,4,5
39,4535085,5,4
36,3157192,5,2
58,4552273,4,3
75,2330089,5,5
23,3328497,4,5
32,4376221,5,5
35,4863870,5,2
35,3537110,5,3
80,4852064,4,3
21,4009364,4,2
71,4369282,4,1
44,3399109,5,1
60,5653606,4,6
48,3442692,4,5
36,4455469,5,6
21,3514448,4,3
23,3985932,4,3
56,2915488,5,1
21,3396316,5,3
77,4313233,5,3
77,2815512,4,4
57,4168793,4,6
75,3221354,4,3
48,3826662,5,2
48,2754749,5,4
50,4002854,5,4
73,4131141,5,3
72,4361118,4,5
24,4689452,5,4
69,4216453,5,2
52,3090861,5,4
33,2617784,4,4
27,2749842,4,5
43,4284091,4,3
29,3315569,5,3
25,6047692,5,2
41,3507105,4,5
70,5334858,5,6
30,5365876,5,5
52,3627681,5,5
35,2871155,5,2
26,3684997,5,5
62,5125074,4,2
60,3503966,5,1
61,4857744,5,4
59,4175193,5,2
24,5737626,5,2
37,3646317,5,2
73,2960246,5,3
40,3427997,4,6
25,4333042,5,3
80,5343430,4,1
72,3636301,5,3
26,4485617,4,6
32,5070868,4,5
31,5093889,5,6
73,3357023,5,2
76,3375425,5,1
76,4159095,4,6
24,3892189,4,4
35,3072099,5,1
63,4218909,4,3
60,3302605,5,2
18,3980829,4,4
66,3511313,5,3
44,4606025,5,3
58,3231907,4,4
38,5207756,5,6
40,4566416,5,1
44,6498269,4,3
74,3404085,5,2
62,4026424,5,5
42,5098954,5,5
45,4736189,5,3
67,4855198,4,2
29,3251037,4,6
74,5578912,5,2
59,4393615,4,3
31,4066519,4,6
79,4041112,4,2
52,4985001,4,6
73,2250736,4,5
62,3520523,5,1
48,3552849,4,2
71,3551771,5,1
28,3896651,5,3
69,3795788,5,4
45,5252695,5,2
54,5258741,4,6
21,2726032,4,1
34,4308225,4,3
27,2395799,4,3
55,4701931,4,1
44,4369689,4,3
46,4630592,4,2
25,4519715,5,5
18,4078787,4,4
49,4647696,4,3
24,5136719,4,1
41,3104020,4,5
52,2779077,5,2
32,3674117,4,3
19,3184824,5,3
56,2718649,4,2
24,3969478,4,5
68,3404149,5,6
77,5545036,5,1
37,4210656,5,6
47,4378323,5,4
28,3631947,4,1
42,4095896,5,5
39,4843784,5,6
76,5270674,4,1
18,3843350,5,4
35,2302937,4,1
27,3180092,5,2
42,4404302,5,3
43,4223564,5,5
20,3108082,5,6
80,3178247,5,6
44,4371971,5,4
63,4281217,5,6
80,4321212,5,3
45,4345698,5,1
45,5123038,5,4
34,4022034,5,1
42,4069058,4,1
26,4865590,4,5
72,4005544,5,1
61,3197213,5,6
22,5364423,4,5
62,6308252,4,5
25,4464177,4,3
31,4365273,4,6
34,3312934,4,4
21,2951697,4,5
74,4079659,4,6
76,4836479,4,1
74,5742910,5,2
55,3450106,4,6
31,4655147,4,6
27,4824233,5,4
20,3974749,4,3
24,2987474,4,1
54,3712037,5,4
41,3900285,4,2
57,4733609,5,5
71,3736747,4,5
79,3750155,4,3
42,4684559,5,1
24,4333251,5,3
77,4584471,4,6
37,4248288,5,5
43,4062482,4,6
50,4139460,5,5
66,4350013,4,3
36,5035025,4,2
26,4395541,4,1
19,3442862,4,3
63,3802410,5,1
79,4893118,4,5
27,3830883,5,1
21,4686113,5,2
73,3584996,5,6
24,2067961,4,5
72,5102569,4,5
24,3911356,5,3
74,4363538,4,4
71,3689326,4,2
22,3664131,4,5
30,4476874,4,3
30,2621560,5,1
59,4378070,4,3
54,3246454,4,4
76,3645547,4,6
60,4911063,5,5
52,2841140,4,5
59,3003005,4,2
51,4071102,5,6
29,6009017,5,3
54,3902226,5,1
68,4295412,4,4
36,4056886,5,5
51,6302807,5,3
55,6038204,5,6
67,2428122,5,4
54,4533637,5,6
60,4953804,4,2
19,3215373,4,6
19,3068374,5,1
30,2811365,4,5
74,4173294,4,1
63,3456024,4,6
40,4469388,4,5
50,3535418,4,3
62,4388134,5,5
41,4541734,5,2
40,5229458,5,5
77,4464863,4,3
69,3739869,4,6
67,4907758,4,1
41,4329860,5,5
26,3444174,4,1
33,3861545,4,3
80,4976299,5,1
64,4100071,4,5
35,4876400,5,5
22,3493680,5,4
77,2987659,4,5
80,5050032,4,3
70,4012929,4,2
57,3884987,5,5
32,2167779,4,6
73,4533337,4,6
77,4040511,5,4
55,4147627,4,2
24,4750174,4,5
18,3395028,4,5
75,4548876,5,1
59,3057800,4,2
52,4988454,5,6
61,3761351,4,2
28,3745847,5,3
42,3281618,4,4
79,4147287,5,5
70,3113558,5,6
39,3845009,5,2
43,3531337,5,6
47,4060736,4,1
60,3888470,5,5
60,4451161,4,3
40,3465242,5,3
43,4473045,4,3
45,5064925,4,5
44,2483770,4,4
18,4540323,4,1
20,4855994,5,6
61,4832231,5,4
60,4653762,5,2
48,4866572,4,4
33,3757662,5,2
75,4976277,5,3
69,2833271,5,4
36,4075444,5,2
20,3255643,5,6
72,4070882,4,2
56,3717596,4,2
35,3240537,4,4
45,2681134,5,2
62,4076632,5,6
80,2192216,5,4
44,4705939,5,6
48,3348440,5,3
24,5002460,4,2
75,4254088,4,6
59,2625967,5,5
30,4084455,5,4
26,3375968,5,5
25,4595779,4,6
28,3761019,4,3
53,4679349,4,1
41,5260832,4,5
49,2151931,4,5
49,3844667,5,5
64,3844790,4,4
26,3587569,5,6
58,3196685,4,4
50,3033061,4,4
72,4236116,5,1
64,3641240,4,3
65,4576337,4,6
34,1829925,4,4
22,4032249,5,3
76,4081811,4,1
51,4298047,4,4
75,4193242,4,6
56,3367949,5,3
33,3746331,5,5
75,2542376,4,1
56,4492483,4,3
27,2899738,4,3
51,4564656,4,4
80,4463992,4,2
21,3770349,5,5
57,4380607,5,2
24,4055712,5,6
57,4038931,5,3
53,3782415,5,2
76,4149698,4,5
72,3565082,4,6
46,4481376,5,2
62,4571809,5,2
71,3663086,5,5
40,3376945,4,4
51,4252425,4,2
75,4630077,5,4
42,4016578,4,2
47,4313819,4,6
50,5848581,5,4
57,3934981,4,3
69,4005591,4,4
55,4927371,4,6
25,4819502,5,6
37,4895717,4,5
43,4400619,5,6
51,3064568,5,2
54,3957387,5,4
65,1892408,5,6
80,4587660,5,4
28,2676304,4,3
37,4293621,5,1
75,3737788,4,5
62,5596695,4,5
59,2930201,4,2
35,2622377,5,3
30,3313034,5,6
75,3921725,5,4
64,3364409,4,5
57,3234655,4,3
62,4371737,5,3
58,3782100,4,5
39,4128998,4,3
65,4116665,5,2
36,2513029,4,3
55,2983321,5,3
67,4623279,5,6
80,4697708,4,5
62,4346973,4,1
80,3155197,5,5
30,3111387,5,1
51,5102605,4,2
49,4396866,4,6
54,5418601,4,3
20,3247165,4,3
27,4002512,5,5
31,4260747,4,6
69,3558144,5,1
54,3148172,4,4
61,4959994,5,6
34,3875053,4,4
50,2672005,4,5
24,5317504,5,1
18,3384859,5,1
63,5609836,4,2
60,4754239,4,5
30,4002055,4,4
37,4653067,5,3
19,4377877,4,3
69,4464411,5,2
43,3340348,4,3
70,2864790,5,3
37,3549098,5,3
57,4062002,5,4
23,4275377,4,1
65,3866958,5,5
25,3706411,5,6
26,3211903,5,6
38,3582072,5,2
53,4394370,5,3
74,4064245,5,5
39,4130887,4,2
31,3665128,4,4
49,4328714,5,2
55,5199374,4,1
69,5831799,5,3
65,3665386,5,3
59,4727460,4,3
62,3775971,5,3
52,3352852,5,5
29,5091512,4,2
53,3393217,4,4
36,3656866,5,1
68,4196574,5,3
20,4292987,4,2
